"","male","union_both","party_close"
"98183",0,0,1
"98184",1,0,NA
"98185",1,1,NA
"98186",1,0,0.5
"98187",1,0,0.5
"98188",1,1,NA
"98189",0,0,1
"98190",0,0,1
"98191",1,0,NA
"98192",0,0,0.5
"98193",1,0,1
"98194",1,0,1
"98195",1,0,1
"98196",0,0,0.5
"98197",0,0,1
"98198",1,0,0.5
"98199",0,0,0.5
"98200",1,0,0.5
"98201",1,1,0.5
"98202",0,0,1
"98203",0,0,0.5
"98204",1,1,0.5
"98205",0,0,0.5
"98206",0,1,1
"98207",0,0,0.5
"98208",0,1,0.5
"98209",1,0,NA
"98210",1,0,1
"98211",1,0,0.5
"98212",1,0,0
"98213",1,0,0.5
"98214",0,0,1
"98215",1,1,NA
"98216",0,1,0
"98217",0,1,0.5
"98218",0,0,1
"98219",1,0,0.5
"98220",0,0,0
"98221",0,0,0.5
"98222",0,0,NA
"98223",1,0,0.5
"98224",0,0,1
"98225",0,0,NA
"98226",0,1,0.5
"98227",0,0,0.5
"98228",1,0,1
"98229",1,0,0.5
"98230",0,1,NA
"98231",1,0,NA
"98232",1,0,NA
"98233",0,0,0.5
"98234",0,1,NA
"98235",0,0,0.5
"98236",0,0,1
"98237",0,0,0.5
"98238",0,1,1
"98239",1,0,0.5
"98240",1,1,0
"98241",0,1,0
"98242",1,0,NA
"98243",1,0,0.5
"98244",1,0,1
"98245",1,0,1
"98246",0,0,0
"98247",0,0,0.5
"98248",1,0,0.5
"98249",1,1,0.5
"98250",0,0,0
"98251",0,0,NA
"98252",1,0,0
"98253",0,0,0
"98254",0,0,1
"98255",1,0,0.5
"98256",1,0,1
"98257",1,0,NA
"98258",0,1,NA
"98259",0,1,0.5
"98260",0,0,0
"98261",0,0,0
"98262",1,1,0.5
"98263",0,0,NA
"98264",1,0,1
"98265",1,0,0.5
"98266",0,0,0.5
"98267",0,0,0.5
"98268",1,0,0.5
"98269",1,0,0.5
"98270",1,0,1
"98271",1,0,1
"98272",0,1,0.5
"98273",0,0,1
"98274",1,0,0.5
"98275",1,0,0.5
"98276",1,0,NA
"98277",1,0,0.5
"98278",0,0,0.5
"98279",1,0,0
"98280",0,0,0.5
"98281",1,0,0.5
"98282",0,0,NA
"98283",1,1,0.5
"98284",0,1,0
"98285",1,0,1
"98286",1,0,NA
"98287",0,1,1
"98288",0,0,1
"98289",1,1,1
"98290",1,0,1
"98291",0,0,1
"98292",1,0,0.5
"98293",1,0,0.5
"98294",0,0,NA
"98295",0,0,0.5
"98296",1,0,1
"98297",0,1,0
"98298",0,0,0.5
"98299",0,1,NA
"98300",0,0,1
"98301",0,0,0.5
"98302",1,0,1
"98303",0,NA,1
"98304",1,0,1
"98305",0,0,0.5
"98306",0,NA,NA
"98307",0,0,NA
"98308",1,1,0.5
"98309",1,0,1
"98310",0,0,NA
"98311",1,1,0.5
"98312",0,1,1
"98313",1,0,1
"98314",1,1,0.5
"98315",1,0,1
"98316",0,0,0
"98317",0,0,0
"98318",1,0,1
"98319",1,1,0
"98320",1,0,1
"98321",1,0,1
"98322",0,0,0.5
"98323",0,0,0
"98324",0,1,0.5
"98325",0,0,1
"98326",1,1,NA
"98327",1,0,NA
"98328",0,0,0.5
"98329",0,0,1
"98330",1,1,1
"98331",1,0,1
"98332",0,0,0.5
"98333",1,1,1
"98334",1,0,1
"98335",1,0,0.5
"98336",1,1,0.5
"98337",0,0,0.5
"98338",0,0,1
"98339",1,0,1
"98340",1,0,0.5
"98341",1,0,NA
"98342",0,0,NA
"98343",0,1,NA
"98344",0,0,1
"98345",0,0,0.5
"98346",0,1,NA
"98347",1,1,0.5
"98348",1,0,0.5
"98349",1,1,1
"98350",1,0,NA
"98351",1,0,0.5
"98352",0,0,0
"98353",0,0,1
"98354",0,0,NA
"98355",1,0,0.5
"98356",1,1,0
"98357",1,0,0
"98358",0,0,0
"98359",0,0,NA
"98360",0,1,1
"98361",0,0,1
"98362",0,0,0.5
"98363",1,0,0.5
"98364",0,0,1
"98365",0,1,0.5
"98366",1,1,NA
"98367",0,0,0.5
"98368",1,0,0.5
"98369",0,0,0.5
"98370",0,0,1
"98371",1,0,0.5
"98372",0,0,1
"98373",1,1,NA
"98374",1,0,0.5
"98375",1,1,0
"98376",1,1,1
"98377",1,0,NA
"98378",0,1,0
"98379",1,0,0.5
"98380",0,0,1
"98381",1,0,1
"98382",0,0,1
"98383",1,0,0.5
"98384",1,0,0
"98385",0,1,0.5
"98386",0,0,NA
"98387",1,0,1
"98388",1,0,NA
"98389",0,0,0.5
"98390",1,0,0.5
"98391",0,0,0.5
"98392",1,0,0.5
"98393",0,0,1
"98394",0,0,0.5
"98395",0,0,0
"98396",1,NA,0.5
"98397",0,0,NA
"98398",0,1,1
"98399",1,0,1
"98400",0,0,NA
"98401",0,1,0.5
"98402",1,1,1
"98403",1,1,0.5
"98404",1,0,0.5
"98405",0,0,1
"98406",0,0,1
"98407",1,0,1
"98408",1,0,0.5
"98409",1,0,0
"98410",1,1,1
"98411",1,0,0
"98412",0,0,0.5
"98413",0,NA,NA
"98414",0,0,0.5
"98415",1,0,1
"98416",1,1,0.5
"98417",1,0,1
"98418",0,1,1
"98419",0,0,NA
"98420",0,0,0.5
"98421",0,0,1
"98422",0,0,NA
"98423",1,0,NA
"98424",1,0,0.5
"98425",1,0,0.5
"98426",0,0,0.5
"98427",1,0,0.5
"98428",1,0,0.5
"98429",0,1,NA
"98430",0,0,NA
"98431",1,0,0.5
"98432",0,0,0.5
"98433",0,1,0.5
"98434",0,0,1
"98435",1,1,0.5
"98436",0,0,NA
"98437",0,1,0.5
"98438",1,0,0.5
"98439",1,0,0.5
"98440",1,0,0.5
"98441",1,0,1
"98442",1,0,1
"98443",0,1,1
"98444",1,0,0.5
"98445",1,0,1
"98446",0,1,1
"98447",0,1,1
"98448",1,0,0
"98449",1,NA,0.5
"98450",0,0,0.5
"98451",1,0,NA
"98452",0,0,0.5
"98453",1,0,1
"98454",0,0,NA
"98455",1,0,1
"98456",1,0,1
"98457",1,0,0.5
"98458",1,0,0.5
"98459",1,0,0
"98460",0,0,1
"98461",0,0,0.5
"98462",1,0,0.5
"98463",1,0,1
"98464",0,0,0
"98465",0,0,0.5
"98466",1,0,0.5
"98467",0,1,0.5
"98468",1,0,0.5
"98469",0,1,0.5
"98470",1,0,1
"98471",0,1,0
"98472",0,0,0.5
"98473",1,0,0
"98474",0,1,1
"98475",0,0,0.5
"98476",1,0,1
"98477",1,0,0
"98478",0,0,0.5
"98479",0,1,0.5
"98480",0,0,0.5
"98481",0,0,0.5
"98482",0,0,0.5
"98483",0,0,NA
"98484",1,1,0.5
"98485",0,0,0
"98486",0,0,0.5
"98487",0,1,0.5
"98488",1,0,0.5
"98489",0,0,0.5
"98490",0,0,NA
"98491",1,1,0.5
"98492",1,0,0.5
"98493",1,0,0.5
"98494",1,1,0.5
"98495",1,1,NA
"98496",1,0,0.5
"98497",0,0,0
"98498",1,0,0.5
"98499",1,0,0.5
"98500",0,0,1
"98501",1,1,NA
"98502",0,0,NA
"98503",0,0,0.5
"98504",1,0,0.5
"98505",0,0,0
"98506",1,1,NA
"98507",1,0,1
"98508",1,1,NA
"98509",0,0,0.5
"98510",1,0,0
"98511",0,0,1
"98512",1,0,1
"98513",1,0,NA
"98514",0,0,0.5
"98515",0,0,0.5
"98516",1,0,1
"98517",0,0,NA
"98518",0,1,1
"98519",0,0,0.5
"98520",0,0,0.5
"98521",0,1,0.5
"98522",0,0,0.5
"98523",0,1,0.5
"98524",0,0,0.5
"98525",1,0,0.5
"98526",0,0,NA
"98527",0,0,NA
"98528",0,0,0.5
"98529",0,0,0
"98530",1,0,0.5
"98531",1,0,1
"98532",0,0,0.5
"98533",0,0,NA
"98534",0,0,0.5
"98535",1,0,0.5
"98536",0,0,0.5
"98537",0,0,0.5
"98538",0,1,0.5
"98539",1,0,1
"98540",1,0,1
"98541",1,0,NA
"98542",0,0,1
"98543",0,0,0
"98544",0,0,0
"98545",0,0,0.5
"98546",0,0,0.5
"98547",0,0,NA
"98548",1,0,0.5
"98549",1,0,1
"98550",0,0,0.5
"98551",1,0,1
"98552",1,0,NA
"98553",0,0,1
"98554",0,0,0.5
"98555",0,0,NA
"98556",1,0,1
"98557",0,0,NA
"98558",0,0,0.5
"98559",0,0,1
"98560",1,0,0.5
"98561",0,0,1
"98562",1,0,0
"98563",0,0,1
"98564",1,0,0.5
"98565",0,0,0.5
"98566",1,0,0.5
"98567",0,0,1
"98568",1,1,0.5
"98569",0,0,0.5
"98570",0,1,0.5
"98571",0,0,NA
"98572",1,0,1
"98573",0,0,1
"98574",0,0,0.5
"98575",1,0,1
"98576",0,0,NA
"98577",0,0,0.5
"98578",1,0,1
"98579",0,0,0.5
"98580",1,1,NA
"98581",0,0,0.5
"98582",1,0,0
"98583",0,0,0.5
"98584",1,1,1
"98585",1,0,0.5
"98586",0,0,1
"98587",0,0,0.5
"98588",0,0,0.5
"98589",0,0,NA
"98590",0,0,NA
"98591",1,1,NA
"98592",1,1,NA
"98593",0,0,0.5
"98594",1,0,NA
"98595",0,1,NA
"98596",0,0,0.5
"98597",1,0,1
"98598",1,0,1
"98599",0,0,NA
"98600",1,0,0.5
"98601",0,1,1
"98602",1,0,0.5
"98603",0,0,0.5
"98604",1,1,1
"98605",1,0,0
"98606",1,0,NA
"98607",0,1,0
"98608",1,0,1
"98609",0,0,NA
"98610",0,0,0.5
"98611",1,0,0.5
"98612",0,0,NA
"98613",0,0,0.5
"98614",0,0,0
"98615",1,0,1
"98616",1,0,NA
"98617",1,0,0
"98618",0,NA,0.5
"98619",0,0,NA
"98620",1,1,0.5
"98621",0,0,NA
"98622",0,0,0
"98623",1,1,NA
"98624",1,0,0
"98625",1,1,0.5
"98626",1,1,0.5
"98627",0,0,0
"98628",1,0,NA
"98629",1,0,1
"98630",1,0,0.5
"98631",1,0,0.5
"98632",1,0,1
"98633",1,0,NA
"98634",1,0,0.5
"98635",0,0,1
"98636",0,0,0.5
"98637",1,1,0
"98638",0,0,0
"98639",1,0,1
"98640",0,0,NA
"98641",0,0,0.5
"98642",0,0,0
"98643",1,0,0.5
"98644",0,1,0.5
"98645",1,0,NA
"98646",1,0,0.5
"98647",0,0,0.5
"98648",0,1,0.5
"98649",0,0,1
"98650",0,0,NA
"98651",0,0,0.5
"98652",0,1,NA
"98653",0,0,0.5
"98654",1,0,NA
"98655",0,0,1
"98656",0,1,NA
"98657",0,0,0.5
"98658",1,0,1
"98659",1,0,NA
"98660",0,0,0.5
"98661",0,0,1
"98662",0,0,0
"98663",0,0,NA
"98664",0,0,0.5
"98665",0,0,0.5
"98666",1,1,0
"98667",1,0,0.5
"98668",0,1,1
"98669",1,0,0.5
"98670",1,0,0.5
"98671",1,0,0.5
"98672",0,0,0.5
"98673",1,0,1
"98674",0,0,1
"98675",1,0,NA
"98676",0,0,1
"98677",1,0,1
"98678",1,0,0.5
"98679",1,1,0.5
"98680",1,1,0.5
"98681",1,0,NA
"98682",0,1,0.5
"98683",0,0,1
"98684",0,0,0.5
"98685",0,0,1
"98686",0,0,0.5
"98687",1,0,1
"98688",1,1,1
"98689",1,0,0.5
"98690",0,0,0.5
"98691",1,1,0.5
"98692",0,0,0
"98693",1,0,0.5
"98694",0,1,0.5
"98695",1,0,0.5
"98696",0,0,NA
"98697",1,0,0.5
"98698",1,1,0
"98699",0,0,NA
"98700",1,0,1
"98701",0,0,0.5
"98702",1,0,1
"98703",1,0,1
"98704",0,0,0
"98705",0,0,NA
"98706",1,0,1
"98707",1,1,0.5
"98708",1,1,0.5
"98709",0,0,0.5
"98710",0,0,1
"98711",0,0,0.5
"98712",1,1,0.5
"98713",1,1,0.5
"98714",0,0,1
"98715",0,0,0
"98716",1,NA,NA
"98717",1,0,NA
"98718",0,0,0
"98719",0,0,0.5
"98720",1,0,0
"98721",1,1,0
"98722",1,0,0.5
"98723",0,0,1
"98724",0,0,1
"98725",1,0,0.5
"98726",1,1,0.5
"98727",0,0,NA
"98728",0,0,0
"98729",0,0,0.5
"98730",1,0,1
"98731",0,0,1
"98732",0,0,1
"98733",1,0,0.5
"98734",1,0,1
"98735",0,0,0.5
"98736",1,0,0
"98737",0,0,0
"98738",0,1,0
"98739",0,1,0.5
"98740",1,1,0.5
"98741",1,1,NA
"98742",0,1,0.5
"98743",0,0,0
"98744",1,0,0.5
"98745",1,1,0.5
"98746",1,0,0.5
"98747",0,0,NA
"98748",1,0,0.5
"98749",0,1,0
"98750",0,0,0.5
"98751",0,0,1
"98752",0,0,0.5
"98753",1,0,0.5
"98754",0,0,0.5
"98755",0,0,0.5
"98756",1,0,0.5
"98757",0,NA,NA
"98758",0,0,NA
"98759",1,1,0.5
"98760",1,1,0.5
"98761",0,0,NA
"98762",0,0,NA
"98763",1,0,1
"98764",1,0,1
"98765",0,1,0.5
"98766",1,0,0
"98767",0,0,NA
"98768",1,0,0.5
"98769",0,0,NA
"98770",1,1,0.5
"98771",1,0,NA
"98772",1,1,NA
"98773",0,0,NA
"98774",1,0,0.5
"98775",0,0,NA
"98776",0,0,0.5
"98777",0,0,0.5
"98778",1,0,0
"98779",1,0,0
"98780",0,0,NA
"98781",1,1,0.5
"98782",0,1,0.5
"98783",1,1,0.5
"98784",1,0,0
"98785",1,1,0
"98786",0,1,NA
"98787",0,0,0.5
"98788",1,1,0.5
"98789",0,0,1
"98790",1,0,0
"98791",1,0,1
"98792",1,0,0.5
"98793",0,0,0.5
"98794",0,1,0.5
"98795",0,0,0.5
"98796",0,0,1
"98797",1,0,NA
"98798",1,0,0.5
"98799",0,0,0.5
"98800",1,0,0.5
"98801",0,0,0.5
"98802",1,0,1
"98803",1,1,0.5
"98804",0,0,0.5
"98805",1,0,0.5
"98806",0,0,0
"98807",0,0,1
"98808",1,0,0.5
"98809",0,0,0.5
"98810",1,0,0.5
"98811",1,0,0
"98812",0,0,NA
"98813",1,1,0
"98814",1,0,0
"98815",0,0,0.5
"98816",0,0,NA
"98817",1,0,NA
"98818",1,0,1
"98819",0,0,1
"98820",0,NA,NA
"98821",0,0,1
"98822",0,1,1
"98823",1,0,0.5
"98824",0,0,0
"98825",0,0,0.5
"98826",1,1,NA
"98827",1,0,0.5
"98828",1,1,0
"98829",1,1,0
"98830",0,0,0.5
"98831",0,1,NA
"98832",0,0,0.5
"98833",1,0,0
"98834",1,0,0.5
"98835",1,0,1
"98836",1,0,1
"98837",0,0,1
"98838",1,0,0.5
"98839",1,0,0
"98840",1,0,0.5
"98841",1,0,0
"98842",1,0,0
"98843",1,0,NA
"98844",1,0,0.5
"98845",0,0,0.5
"98846",1,0,0.5
"98847",1,1,1
"98848",1,0,0.5
"98849",1,0,1
"98850",0,0,NA
"98851",1,0,NA
"98852",1,1,1
"98853",0,0,0
"98854",0,1,0.5
"98855",1,0,1
"98856",1,0,1
"98857",1,0,NA
"98858",0,1,0.5
"98859",0,0,1
"98860",1,0,0.5
"98861",1,0,1
"98862",0,0,1
"98863",1,1,NA
"98864",1,0,1
"98865",1,0,NA
"98866",1,1,0.5
"98867",0,0,1
"98868",0,1,0.5
"98869",1,0,1
"98870",1,0,1
"98871",0,0,0.5
"98872",1,1,0
"98873",1,1,NA
"98874",1,0,0.5
"98875",1,0,0.5
"98876",0,0,0
"98877",1,0,0.5
"98878",0,0,NA
"98879",0,0,0.5
"98880",1,1,0.5
"98881",0,0,0.5
"98882",1,0,0.5
"98883",1,0,NA
"98884",1,0,NA
"98885",1,0,1
"98886",1,1,0
"98887",1,0,0
"98888",1,0,NA
"98889",1,0,0.5
"98890",0,0,0
"98891",1,0,0
"98892",1,0,0.5
"98893",1,0,NA
"98894",0,1,0
"98895",1,1,NA
"98896",1,0,0.5
"98897",0,0,0.5
"98898",0,0,NA
"98899",1,0,0
"98900",1,0,1
"98901",0,1,NA
"98902",0,1,0.5
"98903",1,0,0.5
"98904",0,0,0.5
"98905",1,0,0.5
"98906",0,0,0.5
"98907",1,0,0.5
"98908",0,1,1
"98909",0,1,0.5
"98910",1,0,1
"98911",0,1,0.5
"98912",1,0,0.5
"98913",1,0,0
"98914",0,1,1
"98915",1,0,0.5
"98916",0,1,NA
"98917",1,0,0
"98918",0,0,0.5
"98919",1,0,NA
"98920",0,1,0
"98921",0,0,0.5
"98922",0,0,0.5
"98923",1,0,NA
"98924",1,0,1
"98925",0,1,0.5
"98926",1,0,0
"98927",1,0,0
"98928",0,0,NA
"98929",0,0,NA
"98930",0,0,1
"98931",1,0,0
"98932",0,0,NA
"98933",0,0,1
"98934",1,0,0.5
"98935",1,0,0.5
"98936",1,0,NA
"98937",0,0,1
"98938",0,1,1
"98939",1,0,0.5
"98940",1,0,1
"98941",0,0,NA
"98942",0,0,NA
"98943",0,0,0.5
"98944",1,1,NA
"98945",0,0,NA
"98946",1,0,1
"98947",1,1,0
"98948",0,0,NA
"98949",1,0,1
"98950",0,1,0.5
"98951",0,1,0.5
"98952",0,0,0.5
"98953",0,0,0
"98954",0,0,0.5
"98955",1,0,0.5
"98956",1,1,NA
"98957",1,0,0.5
"98958",1,0,0.5
"98959",1,0,1
"98960",1,0,0.5
"98961",1,0,NA
"98962",1,0,1
"98963",0,1,1
"98964",1,0,0.5
"98965",0,0,1
"98966",1,0,NA
"98967",0,0,1
"98968",0,0,1
"98969",0,0,NA
"98970",0,0,1
"98971",0,0,1
"98972",1,1,0.5
"98973",0,0,1
"98974",0,0,0.5
"98975",1,1,1
"98976",1,0,0.5
"98977",0,0,0
"98978",1,1,1
"98979",0,0,NA
"98980",1,0,0.5
"98981",1,0,1
"98982",1,0,0.5
"98983",0,0,0.5
"98984",1,0,NA
"98985",1,0,0.5
"98986",1,0,0.5
"98987",0,0,0.5
"98988",0,1,0.5
"98989",1,0,0.5
"98990",0,1,0
"98991",1,0,0.5
"98992",0,0,0
"98993",1,0,1
"98994",1,0,0.5
"98995",1,1,1
"98996",0,1,NA
"98997",0,0,NA
"98998",1,0,0
"98999",0,0,1
"99000",0,0,0
"99001",0,0,NA
"99002",0,0,1
"99003",0,0,0
"99004",1,0,0
"99005",0,1,0.5
"99006",1,0,0.5
"99007",0,0,NA
"99008",0,0,0.5
"99009",0,1,0.5
"99010",1,0,1
"99011",0,1,NA
"99012",1,0,1
"99013",0,1,NA
"99014",1,0,NA
"99015",1,0,0
"99016",1,0,0
"99017",0,0,1
"99018",0,1,0.5
"99019",0,0,0.5
"99020",0,1,NA
"99021",0,0,1
"99022",0,1,0.5
"99023",0,NA,1
"99024",0,1,0.5
"99025",1,0,0.5
"99026",0,0,0.5
"99027",0,1,1
"99028",0,0,NA
"99029",0,0,NA
"99030",0,0,1
"99031",1,0,1
"99032",0,0,NA
"99033",0,0,0
"99034",1,0,0
"99035",1,0,0.5
"99036",0,0,0.5
"99037",1,0,0.5
"99038",1,0,0.5
"99039",0,0,0.5
"99040",1,0,0.5
"99041",1,0,0.5
"99042",0,1,0.5
"99043",1,0,0.5
"99044",1,1,0.5
"99045",0,0,NA
"99046",1,0,0.5
"99047",1,0,0.5
"99048",1,0,NA
"99049",1,0,0.5
"99050",0,0,0.5
"99051",0,1,NA
"99052",1,1,0.5
"99053",1,1,0.5
"99054",1,0,0.5
"99055",1,0,0.5
"99056",0,1,0.5
"99057",0,0,1
"99058",0,1,0.5
"99059",0,0,0.5
"99060",1,0,0.5
"99061",0,0,NA
"99062",0,1,0.5
"99063",1,1,0
"99064",1,1,NA
"99065",1,1,0.5
"99066",1,0,1
"99067",0,0,0.5
"99068",1,1,NA
"99069",1,0,1
"99070",1,0,0.5
"99071",1,0,NA
"99072",0,1,NA
"99073",0,0,NA
"99074",0,0,0
"99075",1,0,0.5
"99076",0,0,1
"99077",0,0,1
"99078",1,0,0
"99079",0,0,0.5
"99080",0,0,0
"99081",0,0,0.5
"99082",0,1,0.5
"99083",1,0,0
"99084",1,0,0.5
"99085",0,0,NA
"99086",0,0,0.5
"99087",1,0,0
"99088",1,0,0.5
"99089",1,0,0
"99090",0,0,NA
"99091",1,0,0
"99092",0,0,1
"99093",0,0,0
"99094",0,0,1
"99095",0,0,NA
"99096",0,0,0.5
"99097",1,0,0.5
"99098",0,0,0.5
"99099",0,0,1
"99100",0,0,0.5
"99101",0,0,1
"99102",0,0,0.5
"99103",1,0,NA
"99104",1,0,0
"99105",1,0,0
"99106",0,0,NA
"99107",0,1,0
"99108",1,NA,NA
"99109",1,0,0.5
"99110",1,0,1
"99111",0,0,1
"99112",0,0,0.5
"99113",1,0,0.5
"99114",0,0,1
"99115",0,0,0.5
"99116",1,0,0.5
"99117",0,1,0.5
"99118",1,0,0.5
"99119",1,0,0.5
"99120",0,0,1
"99121",0,0,0
"99122",0,0,NA
"99123",0,0,0.5
"99124",0,0,0.5
"99125",0,0,NA
"99126",1,0,1
"99127",1,0,0
"99128",0,0,0.5
"99129",1,0,NA
"99130",1,0,0.5
"99131",1,0,NA
"99132",0,0,0.5
"99133",1,0,0
"99134",0,0,0.5
"99135",0,NA,NA
"99136",1,0,0.5
"99137",0,0,0.5
"99138",0,0,0.5
"99139",0,0,NA
"99140",1,1,0.5
"99141",1,0,0
"99142",0,0,0.5
"99143",0,0,0.5
"99144",0,0,NA
"99145",1,1,NA
"99146",0,0,1
"99147",0,0,1
"99148",1,0,NA
"99149",1,0,0.5
"99150",0,0,0.5
"99151",0,0,0.5
"99152",0,0,0.5
"99153",1,0,0.5
"99154",0,1,0.5
"99155",0,0,0
"99156",0,0,0.5
"99157",0,1,0.5
"99158",0,0,0.5
"99159",1,0,0
"99160",1,0,0
"99161",0,0,0
"99162",1,0,1
"99163",0,0,0.5
"99164",1,0,0
"99165",1,0,1
"99166",0,0,0.5
"99167",1,0,0.5
"99168",1,0,0.5
"99169",0,0,0.5
"99170",0,0,1
"99171",0,1,1
"99172",0,0,0.5
"99173",0,0,NA
"99174",1,1,0.5
"99175",0,0,NA
"99176",0,0,NA
"99177",1,0,0.5
"99178",0,0,NA
"99179",0,0,NA
"99180",0,1,0.5
"99181",0,NA,0.5
"99182",1,NA,0.5
"99183",0,0,0.5
"99184",1,0,0.5
"99185",0,0,0.5
"99186",0,0,1
"99187",0,0,1
"99188",1,0,NA
"99189",0,0,1
"99190",1,0,0.5
"99191",0,0,0
"99192",1,0,0
"99193",1,0,NA
"99194",0,0,0.5
"99195",1,1,0.5
"99196",0,0,0.5
"99197",1,0,NA
"99198",0,0,NA
"99199",0,0,0.5
"99200",0,0,0.5
"99201",0,0,0.5
"99202",1,0,1
"99203",0,0,1
"99204",1,0,1
"99205",0,1,0.5
"99206",1,0,NA
"99207",0,0,0.5
"99208",0,0,1
"99209",1,0,NA
"99210",0,0,0.5
"99211",0,0,0.5
"99212",1,0,1
"99213",0,1,1
"99214",1,0,0.5
"99215",0,0,0.5
"99216",1,1,0.5
"99217",0,0,0
"99218",0,0,NA
"99219",0,1,NA
"99220",1,0,NA
"99221",0,0,1
"99222",1,0,0.5
"99223",0,0,0.5
"99224",1,1,1
"99225",1,1,0
"99226",0,0,0.5
"99227",0,0,1
"99228",1,0,1
"99229",1,0,0
"99230",1,0,NA
"99231",0,0,0.5
"99232",0,1,0.5
"99233",1,0,0.5
"99234",0,1,0.5
"99235",1,0,0
"99236",0,0,0
"99237",1,1,NA
"99238",0,0,0
"99239",0,1,1
"99240",1,0,NA
"99241",1,0,0.5
"99242",1,0,NA
"99243",0,0,NA
"99244",1,0,1
"99245",0,0,1
"99246",0,0,0.5
"99247",0,0,NA
"99248",0,0,0.5
"99249",0,0,0
"99250",0,1,1
"99251",1,0,0.5
"99252",1,0,1
"99253",1,0,0.5
"99254",1,0,1
"99255",0,0,0
"99256",1,0,1
"99257",1,0,0.5
"99258",1,0,0
"99259",0,0,NA
"99260",1,0,0.5
"99261",0,1,1
"99262",0,0,NA
"99263",0,0,0.5
"99264",0,1,1
"99265",1,0,NA
"99266",0,0,1
"99267",0,1,0.5
"99268",0,0,NA
"99269",1,0,0.5
"99270",0,1,0.5
"99271",0,1,0.5
"99272",0,0,NA
"99273",1,0,1
"99274",1,0,0.5
"99275",1,0,0.5
"99276",1,0,NA
"99277",0,0,NA
"99278",0,0,NA
"99279",0,0,NA
"99280",0,1,0.5
"99281",0,1,1
"99282",1,1,NA
"99283",0,0,1
"99284",1,0,1
"99285",1,1,1
"99286",0,0,0.5
"99287",1,0,0.5
"99288",1,0,0.5
"99289",0,0,0
"99290",0,0,0.5
"99291",1,0,0.5
"99292",0,0,0.5
"99293",0,0,0.5
"99294",1,1,0
"99295",1,0,0
"99296",1,0,1
"99297",0,0,0.5
"99298",0,0,0
"99299",1,0,0
"99300",0,0,0
"99301",1,1,0.5
"99302",0,0,NA
"99303",0,0,0.5
"99304",0,0,0.5
"99305",1,0,NA
"99306",1,0,0.5
"99307",1,0,0.5
"99308",1,1,0
"99309",1,1,1
"99310",1,0,0
"99311",1,0,0
"99312",1,0,0.5
"99313",0,1,0
"99314",0,1,1
"99315",1,0,NA
"99316",1,0,0.5
"99317",0,0,1
"99318",0,0,0.5
"99319",1,0,NA
"99320",1,1,0
"99321",0,0,NA
"99322",1,0,0.5
"99323",1,1,0.5
"99324",1,1,0
"99325",1,0,0
"99326",0,0,0.5
"99327",0,0,0.5
"99328",0,0,0
"99329",0,1,0.5
"99330",0,0,0.5
"99331",1,0,1
"99332",1,0,0.5
"99333",1,0,0.5
"99334",1,0,NA
"99335",0,1,0.5
"99336",0,0,NA
"99337",1,0,1
"99338",0,0,0.5
"99339",0,0,0.5
"99340",1,0,0
"99341",0,0,1
"99342",0,0,0
"99343",1,0,NA
"99344",1,1,1
"99345",0,1,NA
"99346",1,0,NA
"99347",0,0,0.5
"99348",1,1,NA
"99349",1,0,NA
"99350",0,0,0.5
"99351",0,0,0.5
"99352",1,0,0.5
"99353",0,0,NA
"99354",1,0,0.5
"99355",0,0,1
"99356",1,1,0.5
"99357",1,0,1
"99358",0,0,0.5
"99359",0,0,NA
"99360",0,0,0.5
"99361",1,0,0.5
"99362",1,NA,0.5
"99363",0,0,NA
"99364",0,0,NA
"99365",1,0,0.5
"99366",1,0,0.5
"99367",1,1,NA
"99368",1,0,0.5
"99369",1,0,0.5
"99370",0,0,1
"99371",0,0,NA
"99372",1,0,0.5
"99373",1,NA,1
"99374",0,0,0.5
"99375",1,0,1
"99376",0,0,0.5
"99377",0,0,1
"99378",1,0,0.5
"99379",1,0,NA
"99380",0,0,0
"99381",1,0,NA
"99382",0,0,0.5
"99383",1,0,0.5
"99384",0,0,1
"99385",1,0,0.5
"99386",0,0,1
"99387",0,0,0
"99388",0,1,0
"99389",0,0,NA
"99390",1,0,1
"99391",0,0,0.5
"99392",0,1,NA
"99393",1,0,0
"99394",1,0,0.5
"99395",0,0,0
"99396",1,1,NA
"99397",0,0,1
"99398",1,0,0
"99399",1,1,0
"99400",0,1,0
"99401",0,0,1
"99402",1,0,1
"99403",1,1,NA
"99404",0,1,0.5
"99405",0,0,0
"99406",0,0,0.5
"99407",0,0,0.5
"99408",1,1,0.5
"99409",1,1,NA
"99410",1,NA,1
"99411",0,1,0.5
"99412",0,1,0.5
"99413",0,0,0
"99414",0,0,1
"99415",1,0,0.5
"99416",0,0,1
"99417",1,0,0.5
"99418",1,1,NA
"99419",0,0,0.5
"99420",0,0,0.5
"99421",0,0,NA
"99422",0,1,0.5
"99423",1,0,0.5
"99424",0,0,0
"99425",0,1,0.5
"99426",1,0,0
"99427",0,0,1
"99428",1,1,1
"99429",1,0,1
"99430",0,0,0.5
"99431",0,0,0.5
"99432",1,0,0
"99433",1,0,0.5
"99434",1,1,1
"99435",0,1,0.5
"99436",0,0,0.5
"99437",1,0,0.5
"99438",1,1,NA
"99439",1,0,1
"99440",0,0,0.5
"99441",1,0,0.5
"99442",1,0,0.5
"99443",0,1,0.5
"99444",1,0,0
